SP_ID,wbID,stroke_exp,pop,y,Townsend.class,NOx.class,Townsend,NOx
05CGFS27,102,1.696680285,883.54,1,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFT01,544,2.799213744,869.94,3,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFT02,930,1.571059959,1167.3,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFT03,974,4.0748119,1121.59,3,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFT04,545,2.173716999,1320.14,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFT05,999,3.187815606,1573.41,4,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFT06,274,3.355549497,1107.28,4,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT07,1000,1.941903514,822.23,2,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFT08,1001,5.03167829,1296.19,2,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT09,272,3.49702259,1120.13,5,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFT10,558,4.074720709,1030.84,2,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT11,51,3.915518407,1200.23,3,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT12,550,2.608504253,1261.06,4,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFT13,743,3.810190852,1421.04,6,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFT14,261,2.38022297,1375.15,12,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFT15,135,1.633744981,1587.44,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT16,1002,0.875617264,705.72,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT17,552,1.807822046,1026.63,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFT18,1003,0.917153246,842.86,2,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFT19,1004,1.072604195,961.92,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT20,1006,0.7578713,378.79,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT21,998,1.614522908,1379.79,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT22,1008,0.730935227,757.09,0,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFT23,278,1.220781298,712.8,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT24,762,3.379239471,1159.67,3,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT25,68,1.896704267,997.35,3,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFT26,1009,1.052997155,707.19,0,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFT27,1016,1.028840591,580.16,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT28,1012,0.412425462,387,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT29,796,3.299339737,1105.62,1,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT30,1014,1.590315397,1196.13,7,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFT31,1010,0.389352367,356.52,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT32,798,0.352487789,466.7,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT33,1015,1.089949263,785.33,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT34,1013,0.368804963,425.2,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT35,801,0.643153437,579.91,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT36,594,3.220939331,1224.31,0,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFT37,245,4.907282453,1646.22,6,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFT38,813,2.777838324,998.62,1,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT39,597,6.040738647,1376.25,6,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFT40,57,0.277140377,542.47,2,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFT41,1007,2.623731931,709.98,2,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT42,242,3.835952779,1136.64,4,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFT43,983,2.007420249,844.56,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT44,259,0.68799287,335.87,0,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFT46,973,4.833430492,1034.1,2,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFT47,985,3.708714279,1294.34,2,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT48,975,3.806492488,1370,2,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT49,807,1.195736183,859.56,0,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFT50,808,2.361757048,1285.44,4,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT51,771,3.51473024,1207.95,3,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFT52,1018,3.655308872,1234.64,3,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFT53,812,6.18839333,1121.07,7,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFT54,781,1.898761382,1146.03,0,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFT55,978,2.854094654,1165.21,2,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFT56,979,2.431584032,1301.5,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT57,1029,1.108350019,976.3,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFT58,980,0.819291478,535.79,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFU01,775,2.129213893,477.45,3,"(0.086,3.11]","(82.1,243]",3,5
05CGFU02,252,6.004990473,933.4,4,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFU03,982,1.514153706,445.37,0,"(0.086,3.11]","(82.1,243]",3,5
05CGFU04,601,1.896927051,575.6,2,"(0.086,3.11]","(82.1,243]",3,5
05CGFU05,599,1.440008415,339.6,1,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFU06,263,2.308708542,601.38,1,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFU07,190,1.259198405,386.69,2,"(0.086,3.11]","(82.1,243]",3,5
05CGFU08,257,2.750341555,640.11,2,"(-2.07,0.086]","(82.1,243]",2,5
05CGFU09,580,2.151675907,883.13,2,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFU10,280,8.168702519,1165.27,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFU11,199,6.656730465,1185.8,4,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFU12,776,4.928504312,1095.61,10,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFU13,583,1.885895473,548.89,5,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFU14,256,2.403807525,1228.55,2,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFU15,777,5.001335261,878.64,10,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFU16,997,4.543580505,1072.76,3,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFU17,778,1.878678963,558.85,2,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFU18,779,1.379791954,518.54,0,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFU19,780,2.483206435,783.4,0,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFU20,986,0.374642493,220.72,0,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFU21,782,1.281004422,502.75,3,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFU22,772,3.109374925,1001.9,4,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFU23,264,3.084366535,1128.17,0,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFU24,784,1.101409543,532.14,2,"(3.11,5.44]","(82.1,243]",4,5
05CGFU25,988,3.017486668,1461.29,2,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFU26,785,2.932104769,1194.06,3,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFU27,989,2.886731471,628.46,1,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFU28,786,1.262489565,631.82,2,"(3.11,5.44]","(82.1,243]",4,5
05CGFU29,640,3.032759884,1013.16,5,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFU30,590,3.975212306,1326.48,3,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFU31,787,1.155328836,586.03,3,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFU32,64,1.563028163,402.6,0,"(0.086,3.11]","(82.1,243]",3,5
05CGFU33,18,2.315900022,844.27,1,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFU34,416,1.352318875,518.16,2,"(0.086,3.11]","(82.1,243]",3,5
05CGFU35,412,1.742366527,554.92,1,"(0.086,3.11]","(82.1,243]",3,5
05CGFW01,75,3.25502703,984.49,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFW02,576,3.305604494,1004.52,1,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFW03,11,4.09843898,1484.12,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFW04,227,4.530219678,1365.54,5,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFW05,581,3.005190016,968.26,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFW06,77,2.448613365,1029.26,3,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFW07,208,3.896838686,997.42,2,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFW08,189,1.509096558,1275.23,2,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFW09,411,2.08212066,817.64,0,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFW10,579,3.162382808,911.93,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFW11,202,1.411524805,799.03,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFW12,203,1.836379691,1147.82,3,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFW13,205,3.781525373,1334.45,4,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFW14,206,4.793013341,1261.73,3,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFW15,578,3.310837522,1067.02,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFW16,577,3.578301951,933.47,2,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFW17,584,3.103686431,1382.76,2,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFW18,606,4.016130145,1204.62,7,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFW19,605,3.075794603,941.12,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFW20,413,3.370326997,979.77,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFW21,788,2.884644017,964.59,1,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFW22,417,3.940672285,1252.25,3,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFW23,608,3.271021955,858.21,5,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFW24,58,4.304198193,1113.7,5,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFW25,241,2.876549122,1043.11,6,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFW26,414,2.792961231,1114.66,9,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFW27,598,5.434630561,892.73,3,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFW28,595,5.069114995,1136.02,16,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFW29,246,3.488338426,1244.24,5,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFW30,72,3.677094684,1321.76,5,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFW31,593,2.9557976,909.58,3,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFW32,81,3.616265838,1206.8,8,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFX01,789,2.279722785,974.17,2,"(5.44,9.2]","(82.1,243]",5,5
05CGFX06,992,0.472365612,477.07,0,"(3.11,5.44]","(82.1,243]",4,5
05CGFX07,751,5.174346615,1060.38,6,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFX08,791,1.664640916,717.97,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFX09,378,2.280908686,862.92,1,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFX10,67,1.710021806,662.26,0,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFX11,790,0.683527932,420.8,0,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFX12,554,2.697818981,908.96,0,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFX13,8,3.94919242,1188.74,23,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFX14,553,3.847894795,831.55,7,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFX15,144,6.857443505,1362.04,5,"(3.11,5.44]","(82.1,243]",4,5
05CGFX16,1020,0.110095338,80.7,0,"(3.11,5.44]","(82.1,243]",4,5
05CGFX17,543,2.969043936,665.17,1,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFX18,372,1.280419672,531.07,9,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFX19,65,1.638340468,607.21,4,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFX20,895,1.280494981,398.51,0,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFX21,887,2.339652297,539.62,4,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFX22,370,3.856502116,1026.19,4,"(5.44,9.2]","(82.1,243]",5,5
05CGFX23,885,2.419353116,548.34,2,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFX24,50,1.535695578,627.57,0,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFX25,548,1.709937373,557.93,0,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFX26,547,1.844467292,534.7,1,"(5.44,9.2]","(82.1,243]",5,5
05CGFX27,883,2.15620287,861.62,1,"(5.44,9.2]","(82.1,243]",5,5
05CGFX28,880,1.03012095,245.24,0,"(5.44,9.2]","(82.1,243]",5,5
05CGFX29,367,1.600789647,532.91,4,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFX30,792,2.267222684,515.51,1,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFX31,351,0.839707284,342.1,4,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFX32,915,1.685247294,730.39,1,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFX33,1028,0.273771792,138.88,0,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFX34,913,3.389903343,612.28,3,"(5.44,9.2]","(82.1,243]",5,5
05CGFX35,911,1.963348865,680.21,3,"(5.44,9.2]","(82.1,243]",5,5
05CGFX36,910,1.582868112,596.59,1,"(5.44,9.2]","(82.1,243]",5,5
05CGFX37,54,1.550147727,570.04,2,"(5.44,9.2]","(82.1,243]",5,5
05CGFX39,97,0.489396622,290.39,2,"(3.11,5.44]","(82.1,243]",4,5
05CGFX40,568,0.163874974,125.92,0,"(5.44,9.2]","(82.1,243]",5,5
05CGFX42,909,2.449666319,475.67,2,"(5.44,9.2]","(82.1,243]",5,5
05CGFY01,166,1.808304628,899.68,0,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFY02,607,1.381172775,1013.68,3,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY03,774,3.194781551,867.25,4,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFY04,56,2.207392334,968.64,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY05,802,1.694313304,1032.93,2,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFY06,573,3.040935562,992.97,0,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFY07,49,3.171962672,1063.75,7,"(5.44,9.2]","[7.8,41.4]",5,1
05CGFY08,572,3.692004155,1073.28,4,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFY09,170,2.597142004,1087.96,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY10,396,4.181643803,1337.57,6,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY11,570,2.893841908,1198.14,0,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY12,361,3.212279014,1074.55,4,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFY13,157,3.391563654,1157.75,2,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFY14,569,3.971249595,1370.22,2,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFY15,559,2.022237396,991.75,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFY16,783,4.745620363,1158.03,2,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFY17,90,2.417813606,1457.87,4,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY18,180,3.870571853,1300.81,4,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFY19,89,2.103214415,877.92,2,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFY20,810,4.824190135,981.26,2,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFY21,806,1.717549348,832.32,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY22,575,4.309661814,1147.93,1,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFY23,358,4.616666835,950.17,1,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFY24,805,2.860573014,1097.73,3,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY25,356,3.187362819,1018.55,7,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY26,183,3.414502181,1002.58,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFY27,793,8.47982423,1257.65,10,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFY28,85,9.244671901,1343.6,6,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFY29,900,2.855014086,811.92,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFY30,14,2.084143208,761.83,2,"(5.44,9.2]","[7.8,41.4]",5,1
05CGFY31,15,4.789359037,1271.4,2,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFY32,803,2.940721347,790.34,4,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFY33,354,2.860881087,927.49,3,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFY34,353,1.923223338,737.39,1,"(5.44,9.2]","[7.8,41.4]",5,1
05CGFY35,83,6.128647024,907.54,1,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFZ01,800,3.760699208,1318.54,0,"(3.11,5.44]","(82.1,243]",4,5
05CGFZ02,799,3.640083766,1138.32,2,"(5.44,9.2]","(82.1,243]",5,5
05CGFZ03,394,2.706409454,1007.62,0,"(5.44,9.2]","(82.1,243]",5,5
05CGFZ04,797,1.517680557,824.68,5,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFZ05,364,2.285190439,1102.67,2,"(0.086,3.11]","(82.1,243]",3,5
05CGFZ06,903,2.98692383,1163.85,2,"(3.11,5.44]","(82.1,243]",4,5
05CGFZ07,366,2.159133868,1172.64,2,"(5.44,9.2]","(82.1,243]",5,5
05CGFZ08,561,2.180997582,811.81,3,"(0.086,3.11]","(82.1,243]",3,5
05CGFZ09,795,1.77822602,818.62,0,"[-6.54,-2.07]","(82.1,243]",1,5
05CGFZ10,560,5.174537329,935.34,9,"(0.086,3.11]","(82.1,243]",3,5
05CGFZ11,557,0.823971541,929,1,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFZ12,88,1.399091388,767.01,0,"[-6.54,-2.07]","(82.1,243]",1,5
05CGFZ13,625,1.615225511,794.94,0,"(-2.07,0.086]","(82.1,243]",2,5
05CGFZ14,408,2.861372945,806.45,4,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFZ15,645,3.46970724,1075.53,3,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFZ16,91,1.95976215,783.19,3,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFZ17,642,0.241228874,623.98,0,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFZ18,918,6.20769483,1350.2,2,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFZ19,641,4.240377261,1065.49,2,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFZ20,92,0.711009565,731.87,0,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFZ21,140,3.241267237,1051.64,2,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFZ22,639,1.831815263,698.86,1,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFZ23,643,2.76681027,718.29,3,"(0.086,3.11]","(82.1,243]",3,5
05CGFZ24,404,0.635460384,398.4,0,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFZ25,21,1.8002667,630.5,1,"(0.086,3.11]","(82.1,243]",3,5
05CGFZ26,403,2.941272547,949.01,2,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFZ27,48,6.44048793,1290.1,10,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFZ28,23,2.241466244,685.99,2,"(0.086,3.11]","(82.1,243]",3,5
05CGFZ29,638,2.906405141,1086.67,3,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFZ30,96,2.390087924,1095.86,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFZ31,647,2.071966363,860.66,1,"(-2.07,0.086]","(82.1,243]",2,5
05CGFZ32,652,2.887071196,835.82,0,"(0.086,3.11]","(82.1,243]",3,5
05CGGA01,141,1.384739571,634.33,0,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGA02,655,4.224292073,783.39,3,"(3.11,5.44]","(53.6,64.8]",4,3
05CGGA03,794,1.557243306,608,3,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA04,610,3.234307143,1163,3,"(3.11,5.44]","(64.8,82.1]",4,4
05CGGA05,624,4.304758052,1082.76,1,"(3.11,5.44]","(53.6,64.8]",4,3
05CGGA06,614,1.682955234,436.33,3,"(3.11,5.44]","(82.1,243]",4,5
05CGGA07,908,1.5067512,547.7,2,"(5.44,9.2]","(64.8,82.1]",5,4
05CGGA08,731,1.293406553,557.92,0,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA09,152,0.818001004,644.47,3,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGA10,398,1.118046204,878.91,0,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGA11,773,0.982113404,352.89,2,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGA12,1022,1.509581032,444.78,0,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA13,39,1.690916193,797.38,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGGA14,629,2.10350234,675.16,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGGA15,1025,1.654607506,596.59,0,"(5.44,9.2]","(64.8,82.1]",5,4
05CGGA16,748,2.004320584,543.96,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGGA17,176,1.110973384,597.62,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA18,393,1.949370575,485.79,0,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA19,127,0.589843289,458.01,0,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGA20,626,3.212658829,1095.3,3,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGA21,174,2.61582099,999.61,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA22,101,2.460328047,825.39,2,"(5.44,9.2]","(64.8,82.1]",5,4
05CGGA23,22,2.669068006,933.01,0,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA24,392,2.666891974,1253.84,3,"(3.11,5.44]","(64.8,82.1]",4,4
05CGGA25,391,2.270566415,880.36,4,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGA26,243,2.458766167,936.86,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA27,747,2.357737375,793.12,2,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA28,746,2.470108566,837.13,4,"(3.11,5.44]","(53.6,64.8]",4,3
05CGGA29,388,3.189264261,789.67,5,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA30,617,3.908399433,1080.13,2,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA31,387,2.82212774,766.11,2,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA32,386,2.929219942,954.03,3,"(5.44,9.2]","(64.8,82.1]",5,4
05CGGA33,95,2.601884933,943.7,1,"(5.44,9.2]","(64.8,82.1]",5,4
05CGGA34,385,1.269973802,691.7,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA35,611,3.473327077,1183.35,4,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA36,74,5.130307254,1159.88,3,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGA37,233,2.301571481,850.1,2,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGB01,745,2.448998745,922.22,1,"(5.44,9.2]","(82.1,243]",5,5
05CGGB02,744,0.325643462,233.78,1,"(5.44,9.2]","(82.1,243]",5,5
05CGGB03,45,0.098683358,175.23,0,"(5.44,9.2]","(82.1,243]",5,5
05CGGB05,742,1.268017053,513.49,2,"(5.44,9.2]","(82.1,243]",5,5
05CGGB06,237,5.026064953,872.63,10,"(0.086,3.11]","(82.1,243]",3,5
05CGGB07,382,1.158374299,512.54,4,"(3.11,5.44]","(82.1,243]",4,5
05CGGB08,254,3.939077397,871.48,8,"(5.44,9.2]","(82.1,243]",5,5
05CGGB09,730,3.060605306,926.91,0,"(5.44,9.2]","(82.1,243]",5,5
05CGGB10,250,0.97311702,343.97,0,"(0.086,3.11]","(82.1,243]",3,5
05CGGB11,363,2.899846185,676.64,3,"(0.086,3.11]","(82.1,243]",3,5
05CGGB12,453,4.584424378,1074.14,2,"(3.11,5.44]","(82.1,243]",4,5
05CGGB13,38,3.424723809,1050.41,5,"(5.44,9.2]","(82.1,243]",5,5
05CGGB14,454,0.476952429,315.34,2,"(3.11,5.44]","(82.1,243]",4,5
05CGGB15,455,1.173573922,569.15,2,"(0.086,3.11]","(82.1,243]",3,5
05CGGB16,230,3.13233813,833.47,0,"(5.44,9.2]","(82.1,243]",5,5
05CGGB17,740,1.628477549,493.58,0,"(3.11,5.44]","(82.1,243]",4,5
05CGGB18,892,2.650563968,898.72,2,"(5.44,9.2]","(82.1,243]",5,5
05CGGB19,461,1.128757068,701.19,2,"(5.44,9.2]","(82.1,243]",5,5
05CGGB20,389,2.727917063,609.86,7,"(3.11,5.44]","(64.8,82.1]",4,4
05CGGB21,473,1.878778171,616.93,1,"(5.44,9.2]","(82.1,243]",5,5
05CGGB22,476,3.355351789,852.96,3,"(5.44,9.2]","(64.8,82.1]",5,4
05CGGB23,465,1.810609013,701.55,4,"(3.11,5.44]","(82.1,243]",4,5
05CGGB24,879,3.687085355,886.44,3,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGB25,733,1.774409645,428.12,1,"(3.11,5.44]","(64.8,82.1]",4,4
05CGGB26,410,0.936249605,568.28,0,"(3.11,5.44]","(82.1,243]",4,5
05CGGB27,200,1.510941062,554.18,1,"(3.11,5.44]","(82.1,243]",4,5
05CGGB28,429,1.504580437,618.92,2,"(5.44,9.2]","(82.1,243]",5,5
05CGGB30,739,0.838099282,425.07,1,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGB31,741,2.044918783,723.01,1,"(0.086,3.11]","(82.1,243]",3,5
05CGGB32,397,0.739756646,479.89,0,"(5.44,9.2]","(82.1,243]",5,5
05CGGB33,765,1.056690921,420.01,0,"(3.11,5.44]","(82.1,243]",4,5
05CGGB34,763,1.825173357,719.39,3,"(5.44,9.2]","(82.1,243]",5,5
05CGGB35,831,1.498426405,580.89,0,"(5.44,9.2]","(82.1,243]",5,5
05CGGB36,761,1.733540669,501.45,0,"(3.11,5.44]","(82.1,243]",4,5
05CGGB41,757,2.014392238,832,6,"(3.11,5.44]","(82.1,243]",4,5
05CGGB42,451,1.978541991,784.83,0,"(3.11,5.44]","(82.1,243]",4,5
